YEAR ,Cross location (ICIS LOCID),CROSS   NO,,FEMALE PARENT,, MALE PARENT ,,REMARKS
,,PR37374,,IR71606-2-1-1-1-3-3-1-2,,C6897-WH-17-1-2-1,,
,,PR37375,,PR32629-3-1,,C6634WH-1-1-1-1-1-3,,
,,PR37376,,PR32369-4-5-3-2,,IRBB 21,,
,,PR37377,,PR32369-4-5-3-2,,C6634WH-1-1-1-1-1-3,,
,,PR37378,,PR32369-4-5-3-2,,C6897-WH-17-1-2-1,,
,,PR37379,,PR32357-5-2-2,,NSIC Rc136,,
,,PR37380,,PR32357-5-2-2,,PJ21,,
,,PR37381,,PR32357-5-2-2,,PR30253WH-3E-C2-3-3,,
,,PR37382,,PR31070-4-1-1-2,,IR73885,,
,,PR37383,,PR31070-4-1-1-2,,IRBB 21,,
,,PR37384,,PR31070-4-1-1-2,,PJ22,,
,,PR37385,,IR32113-8-1-2,,NSIC Rc136,,
,,PR37386,,IR32113-8-1-2,,PJ21,,
,,PR37387,,IR32113-8-1-2,,C6632-WH-2-3-1-1-1,,
,,PR37388,,IR32113-8-1-2,,PR30253WH-3E-C2-3-3,,
,,PR37404,,NSIC Rc128,,MS 6,,
,,PR37405,,NSIC Rc128,,IR71137-242-2-2-2-3-3,,
,,PR37406,,MS 7,,IR71137-242-2-2-2-3-3,,
,,PR37407,,MS 1,,IR71137-242-2-2-2-3-3,,
,,PR37408,,(IR64) 1-1-4 x IR67518-B-11-2-8 ,,Wagwag V2 x AR32-19-3-4 ,,
,,PR37409,,(IR64) 1-1-4 x IR66036-3B-12-2-B ,,Wagwag V2 x AR32-19-3-4,,
,,PR37410,,(IR64) 1-1-4 x IR66036-3B-12-2-B ,,Wagwag V2 x PSB Rc82 ,,
,,PR37411,,(IR64) 1-1-4 x IR67518-B-11-2-8 ,,AR32-19-3-3 x PSB Rc28,,
,,PR37412,,(IR64) 1-1-4 x IR66036-3B-12-2-B ,,Wagwag V2 x AR32-19-3-3,,
,,PR37413,,(IR64) 1-1-4 x IR70030-7-2-2-1-2 ,,AR32-19-3-3 x PSB Rc28,,
,,PR37414,,(IR64) 1-1-4 x IR66036-3B-12-2-B ,,AR32-19-3-3 x PSB Rc28,,
,,PR37415,,(IR64) 1-1-4 x PR29264-AC47 ,,Wagwag V19 x PSB Rc28,,
,,PR37416,,Wagwag V2 x (IR64) 1-1-4 ,,PSB Rc82 x IR67518-B-11-2-8,,
,,PR37417,,Wagwag V2 x PSB Rc82 ,,(IR64) 1-1-4 x PR29264-AC31,,
,,PR37418,,Wagwag V2 x PSB Rc82 ,,PR29264-AC10 x AR32-19-3-4,,
,,PR37419,,Wagwag V2 x PSB Rc82 ,,(IR64) 1-1-4 x IR67518-B-11-2-8,,
,,PR37420,,Wagwag V2 x AR32-19-3-4 ,,PR29264-AC10 x IR67518-B-11-2-8,,
,,PR37421,,Wagwag V9-1 x AR32-19-3-4 ,,(IR64) 1-1-4 x PR29264-AC31,,
,,PR37422,,Wagwag V9-1 x PSB Rc82 ,,AR32-19-3-3 x PR29264-AC10,,
,,PR37423,,Wagwag V9-1 x AR32-19-3-4 ,,PR29264-AC10 x IR67518-B-11-2-8,,
,,PR37424,,Wagwag V9-1 x PR29264-AC47 ,,(IR64) 1-1-4 x IR67518-B-11-2-8,,
,,PR37425,,Wagwag V19 x AR32-19-3-3 ,,PR29264-AC10 x IR66036-3B-12-2-B,,
,,PR37426,,Wagwag V19 x PSB Rc28 ,,PR29264-AC10 x IR700-1-1-2-3-3,,
,,PR37427,,Wagwag Bantay x PR29264-AC10 ,,(IR64) 1-1-4 x PSB Rc28,,
,,PR37428,,PSB Rc28 x (IR64) 1-4-6 ,,Wagwag Bantay x PR29264-AC10,,
,,PR37429,,PSB Rc80 x (IR64) 1-1-4 ,,Wagwag V2 x AR32-19-3-4,,
,,PR37430,,PSB Rc82 x PR29264-AC10 ,,Wagwag V2 x AR32-19-3-4,,
,,PR37431,,PSB Rc82 x PR29264-AC10 ,,Wagwag V9-1 x AR32-19-3-4,,
,,PR37432,,PSB Rc82 x PR29264-AC47 ,,(IR64) 1-1-4 x IR70030-7-2-2-1-2,,
,,PR37433,,PSB Rc90 x PR29264-AC10 ,,(IR64) 1-1-4 x IR66036-3B-12-2-B,,
,,PR37434,,PSB Rc90 x PR29264-AC10 ,,(IR64) 1-1-4 x IR67518-B-11-2-8,,
,,PR37435,,PSB Rc90 x PR29264-AC10 ,,(IR64) 1-1-4 x IR70030-7-2-2-1-2,,
,,PR37436,,AR32-19-3-3 x PSB Rc28 ,,Wagwag V2 x PR29264-AC47,,
,,PR37437,,PR29264-AC10 x AR32-19-3-4 ,,PSB Rc80 x (IR64) 1-1-4,,
,,PR37438,,PR29264-AC10 x AR32-19-3-4 ,,Wagwag V2 x PSB Rc82,,
,,PR37439,,PR29264-AC10 x IR70030-1-1-2-3-3 ,,Wagwag V2 x PSB Rc82,,
,,PR37440,,PR29264-AC10 x IR66036-3B-12-2-B ,,Wagwag V9-1 x PSB Rc82,,
,,PR37441,,PR29264-AC10 x IR73018-21-2-B-2-B ,,PSB Rc80 x (IR64) 1-1-4,,
,,PR37442,,PR29264-AC31 x AR32-19-3-4 ,,Wagwag V9-1 x PSB Rc82 ,,
,,PR37443,,PR29264-AC31 x AR32-19-3-4 ,,(IR64) 1-1-4 x PSB Rc28,,
,,PR37444,,PR29264-AC31 x AR32-19-3-4 ,,PSB Rc80 x (IR64) 1-1-4,,
,,PR37445,,PR29264-AC31 x IR67520-B-5-2-B ,,Wagwag V2 x PSB Rc82 ,,
,,PR37446,,PR29264-AC31 x AR32-19-3-4 ,,Wagwag V2 x PSB Rc82 ,,
,,PR37447,,PR29264-AC31 x AR32-19-3-4 ,,(IR64) 1-1-4 x IR67518-B-11-2-8,,
,,PR37448,,Wagwag V2 ,,AR32-19-3-4,,
,,PR37449,,PR29264-AC10 ,,AR32-19-3-4,,
,,PR37450,,PR29264-AC47 ,,AR32-19-3-4,,
,,PR37451,,AR32-19-3-3 ,,PR29264-AC10 ,,
,,PR37452,,AR32-19-3-3 ,,PSBRc 28,,
,,PR37453,,(IR 64) 1-1-4 ,,IR69726-116-1-3,,
,,PR37454,,PR29264-AC 31,,PSBRc 82,,
,,PR37455,,Matatag 9,,AR32-19-3-4,,
,,PR37456,,Matatag 9,,PJ 7,,
,,PR37457,,Matatag 9,,Basmati 446-1,,
,,PR37458,,Matatag 9,,IR70030-7-2-2-1-2,,
,,PR37459,,Matatag 9,,IR66036-3B-12-2-B,,
,,PR37460,,Matatag 9,,PR 32329-1-1-1-1,,
,,PR37461,,Matatag 9,,IR 75277-4-2-3-1,,
,,PR37462,,AR32-19-3-4,,Matatag 6,,
,,PR37463,,AR32-19-3-4,,Basmati 446-1,,
,,PR37464,,AR32-19-3-4,,IR66036-3B-12-2-B,,
,,PR37465,,AR32-19-3-4,,PR 32329-1-1-1-1,,
DSR (06WS),,PR37466,,AR32-19-3-4,,IR 75277-4-2-3-1,,
,,PR37467,,Matatag 3,,PJ 21,,
,,PR37468,,Matatag 3,,PR 32329-1-1-1-1,,
,,PR37469,,Matatag 3,,PR 31349-76-3,,
,,PR37470,,Matatag 3,,IR 75277-4-2-3-1,,
,,PR37471,,Matatag 6,,PJ 7,,
,,PR37472,,Matatag 6,,PR 32443-1-3-3-1,,
,,PR37473,,Matatag 6,,IR 75277-4-2-3-1,,
,,PR37474,,PJ 22,,PR 32102-6-1-3,,
,,PR37475,,PJ 22,,PR 32357-5-2-2,,
,,PR37476,,PJ 22,,PR 32113-8-1-2,,
,,PR37477,,PJ 22,,IR 75277-4-2-3-1,,
,,PR37478,,PJ 7,,PR 32102-6-1-3,,
,,PR37479,,PJ 7,,PR 32357-5-2-2,,
,,PR37480,,PJ 7,,PR 32113-8-1-2,,
,,PR37481,,PJ 7,,IR 75277-4-2-3-1,,
,,PR37482,,PJ 21,,IR 75277-4-2-3-1,,
,,PR37483,,PJ 21,,PR 32329-1-1-1-1,,
,,PR37484,,PJ 21,,IR 75277-4-2-3-1,,
,,PR37485,,IR 72158-116-6,,Basmati 446-1,,
,,PR37486,,IR 72158-116-6,,IR 72659-7-54-1-1-1,,
,,PR37487,,IR 72158-116-6,,PR 32329-1-1-1-1,,
,,PR37488,,IR 72158-116-6,,PR 32102-6-1-3,,
,,PR37489,,IR 72158-116-6,,IR 75277-4-2-3-1,,
,,PR37490,,Basmati 446-1,,PR 32357-5-2-2,,
,,PR37491,,Basmati 446-1,,IR 75277-4-2-3-1,,
,,PR37492,,IR 74600-26-1-3-2,,PR 31349-76-3,,
,,PR37493,,IR 74600-26-1-3-2,,PR 32102-6-1-3,,
,,PR37494,,IR 74600-26-1-3-2,,PR 32113-8-1-2,,
,,PR37495,,IR 74600-26-1-3-2,,IR 75277-4-2-3-1,,
,,PR37496,,IR 72659-7-54-1-1-1,,PR 32329-1-1-1-1,,
,,PR37497,,IR 72659-7-54-1-1-1,,PR 31349-76-3,,
,,PR37498,,IR 72659-7-54-1-1-1,,PR 32357-5-2-2,,
,,PR37499,,IR 70030-7-2-2-1-2,,IR 73047-6-1-1-1-B-2-B,,
,,PR37500,,IR 70030-7-2-2-1-2,,PR 32443-1-3-3-1,,
,,PR37501,,IR 70030-7-2-2-1-2,,IR 75277-4-2-3-1,,
,,PR37502,,IR 66036-3B-12-2-B,,IR 75277-4-2-3-1,,
,,PR37503,,IR 66036-3B-12-2-B,,PR 32113-8-1-2,,
,,PR37504,,IR 66036-3B-12-2-B,,IR 75277-4-2-3-1,,
,,PR37505,,IR 73047-6-1-1-1-B-2-B,,PR 32329-1-1-1-1,,
,,PR37506,,IR 73047-6-1-1-1-B-2-B,,PR 32357-5-2-2,,
,,PR37507,,IR 73047-6-1-1-1-B-2-B,,IR 75277-4-2-3-1,,
,,PR37508,,PR 32329-1-1-1-1,,IR 75277-4-2-3-1,,
,,PR37509,,PR 32329-1-1-1-1,,IR 75277-4-2-3-1,,
,,PR37510,,PR 31349-76-3,,IR 75277-4-2-3-1,,
,,PR37511,,PR 32113-8-1-2,,PR 32329-1-1-1-1,,
,,PR37512,,IR 75277-4-2-3-1,,IR 75288-38-3-1,,
,,PR37513,,IR 75277-4-2-3-1,,PR 30536-13-48,,
,,PR37514,,IR 75277-4-2-3-1,,PR 30646-3-5-17-MB-4-4-MB-1,,
,,PR37515,,IR 75277-4-2-3-1,,IR 66036-3B-12-2-B,,
,,PR37516,,IR 75277-4-2-3-1,,PR 32329-1-1-1-1,,
,,PR37517,,IR 75277-4-2-3-1,,PR 32102-6-1-3,,
,,PR37518,,IR 75277-4-2-3-1,,PR 32357-5-2-2,,
,,PR37519,,IR 75277-4-2-3-1,,PR 32113-8-1-2,,
,,PR37520,,PR 30536-13-48,,Matatag 9 ,,
,,PR37521,,PR 30536-13-48,,AR32-19-3-4,,
,,PR37522,,PR 30536-13-48,,Matatag 3,,
,,PR37523,,PR 30536-13-48,,Matatag 6,,
,,PR37524,,PR 30646-3-5-17-MB-4-4-MB-1,,Matatag 9  ,,
,,PR37525,,PR 30646-3-5-17-MB-4-4-MB-1,,AR32-19-3-4,,
,,PR37526,,PR 30646-3-5-17-MB-4-4-MB-1,,CB 27,,
,,PR37527,,PR 32369-4-5-3-2/C6897-WH-17-1-2-1,,Matatag 9,,
,,PR37528,,PR 31070-4-1-1-2/IR 73885,,AR32-19-3-4,,
,,PR37529,,Wagwag V2 ,,AR32-19-3-3,,
,,PR37530,,Wagwag V9-1,,AR32-19-3-3,,
,,PR37531,,PR31561-AR32-19-3-3/PR32220-16-1-B-1-2,,PR31349-51-4///IR73885,,
,,PR37532,,PR31952-12-B-B/PR31940-1-B-B-2,,PR31952-3-B-B/PR31940-1-B-B-2,,
,,PR37533,,PR31952-12-B-B/PR31940-1-B-B-2,,PR32443-1-3-3-1/PR28351-PJ24-2B-2-3-3-2,,
,,PR37534,,PR31952-12-B-B/ASD-1,,ASD-1,,
,,PR37535,,PR31952-12-B-B/ASD-1,,PJ 22,,
,,PR37536,,PR31952-12-B-B/PR32443-1-3-3-1,,IRBB21,,
,,PR37537,,IR71606-2-1-1-1-3-3-1-2,,C6634WH-1-1-1-1-1-3,,
,,PR37538,,IR71606-2-1-1-1-3-3-1-2,,PR30253WH-3E-C2-3-3,,
DSR (06WS),,PR37539,,IR71606-2-1-1-1-3-3-1-2,,C6897-WH-17-1-2-1,,
,,PR37540,,IR71606-2-1-1-1-3-3-1-2,,IR70030-1-1-2-3-3,,
,,PR37541,,IR71606-2-1-1-1-3-3-1-2,,C6634WH-1-1-1-1-1-3,,
,,PR37542,,IR71606-2-1-1-1-3-3-1-2,,C6897-WH-17-1-2-1,,
,,PR37543,,PR32629-3-1,,C6634WH-1-1-1-1-1-3,,
,,PR37544,,PR32369-4-5-3-2,,IRBB21,,
,,PR37545,,PR32369-4-5-3-2,,C6634WH-1-1-1-1-1-3,,
,,PR37546,,PR32369-4-5-3-2,,C6897-WH-17-1-2-1,,
,,PR37547,,PR32357-5-2-2,,NSIC Rc136,,
,,PR37548,,PR32357-5-2-2,,PJ 21,,
,,PR37549,,PR31070-4-1-1-2,,IRBB21,,
,,PR37550,,PR31070-4-1-1-2,,PJ 22,,
,,PR37551,,PR32113-8-1-2,,PJ 21,,
,,PR37552,,PR32113-8-1-2,,C6632-WH-2-3-1-1-1,,
,,PR37553,,PR32113-8-1-2,,PR30253WH-3E-C2-3-3,,
,,PR37554,,PR32113-8-1-2/IR72967-12-2-3/PR31561-AR32-19-3-3,,PR31349-51-4-4/PR31070-4-1-1-2/PR31560-AR32-2-84,,
,,PR37555,,PR31952-12-B-B/PR31940-1-B-B-2,,PR32443-1-3-3-1/DL 315-PR1,,
,,PR37556,,LP0368/ADRON 125,,IR75494-11-2-2-3-1-2/MEMBRANO,,
,,PR37557,,LP0331/ADRON 117,,IR77700-84-2-2-2/PR35225-3B-20,,
,,PR37558,,ADRON 125,,P52-9-2/AR32-19-3-3///PR35225-3B-20,,
,,PR37559,,PR37165-1-3/PR30646-3-5-17-MB-2-4-MB-1,,PR35225-3B-20,,
,,PR37560,,PR36711-B-1-1///ADRON 117,,DM25/AR32-19-3-3,,
,,PR37561,,IR31406-333-1,,IR67964-46-1-3-2,,
,,PR37562,,IR31406-333-1,,IR69132-17-2-2-2,,
,,PR37563,,IR31406-333-1,,IR71606-2-1-1-1-3-3-1-2,,
,,PR37564,,IR31406-333-1,,IR72164-348-6-2-2-2,,
,,PR37565,,IR31406-333-1,,PR32113-8-1-2,,
,,PR37566,,IR31406-333-1,,IR71700-247-1-1-2,,
,,PR37567,,IR31406-333-1,,IR71676-90-2-2,,
,,PR37568,,IR31406-333-1,,PJ 21,,
,,PR37569,,IR31406-333-1,,PR32329-1-1-1-1,,
,,PR37570,,IR31406-333-1,,PR32443-1-3-3-1,,
,,PR37571,,IR31406-333-1,,PR31349-76-3,,
,,PR37572,,IR31406-333-1,,PR32357-5-2-2,,
,,PR37573,,IR11141-6-1-4,,PR32329-1-1-1-1,,
,,PR37574,,IR11141-6-1-4,,PR31349-76-3,,
,,PR37575,,IR11141-6-1-4,,PJ 21,,
,,PR37576,,IR11141-6-1-4,,JASMINE,,
,,PR37577,,IR11141-6-1-4,,PR25464-2-4-2-3-2-1-1-1-2-2-2-1-2-1-1,,
,,PR37578,,PSB Rc18,,PJ 21,,
,,PR37579,,PSB Rc18,,HJXIAN,,
,,PR37580,,PSB Rc18,,BASMATI 370,,
,,PR37581,,PSB Rc18,,IR31406-333-1,,
,,PR37582,,PSB Rc18,,IR42436-266-3-2-3,,
,,PR37583,,PSB Rc18,,IR67964-46-1-3-2,,
,,PR37584,,PSB Rc82,,HJXIAN,,
,,PR37585,,PSB Rc82,,IR31406-333-1,,
,,PR37586,,PSB Rc82,,PR32357-5-2-2,,
,,PR37587,,MATATAG 6,,IR31406-333-1,,
,,PR37588,,MATATAG 6,,IR71700-247-1-1-2,,
,,PR37589,,MATATAG 6,,PR32329-1-1-1-1,,
,,PR37590,,MATATAG 6,,PR31349-76-3,,
,,PR37591,,PR31349-76-3,,PJ 21,,
,,PR37592,,PR31349-76-3,,BASMATI 446-1,,
,,PR37593,,PR31349-76-3,,IR67964-46-1-3-2,,
,,PR37594,,PR31349-76-3,,IR71676-90-2-2,,
,,PR37595,,C754WH-12-2-1,,IR71700-247-1-1-2,,
,,PR37596,,C754WH-12-2-1,,IR31406-333-1,,
,,PR37597,,C754WH-12-2-1,,PSB Rc82,,
,,PR37598,,C754WH-12-2-1,,JASMINE,,
,,PR37599,,PR37138-1,,IR31406-333-1,,
,,PR37600,,PR37138-1,,PR32113-8-1-2,,
,,PR37601,,PR37138-1,,IR67964-46-1-3-2,,
,,PR37602,,PR37138-1,,PR25464-2-4-2-3-2-1-1-1-2-2-2-1-2-1-1,,
,,PR37603,,MATATAG 9,,IR31406-333-1,,
,,PR37604,,MATATAG 9,,PR31349-76-3,,
,,PR37605,,MATATAG 9,,PR32357-5-2-2,,
,,PR37606,,IR71676-90-2-2,,NSIC Rc10,,
,,PR37607,,IR71676-90-2-2,,BPI Ri10,,
,,PR37608,,IR71676-90-2-2,,PJ 21,,
,,PR37609,,IR73018-21-2-B-2-B,,IR69800-5-2-3,,
,,PR37610,,IR66036-3B-12-2-B,,PR32629-3-1,,
,,PR37611,,IR66036-3B-12-2-B,,PR32102-6-1-3,,
,,PR37612,,IR66036-3B-12-2-B,,PR32369-4-5-3-2,,
,,PR37613,,IR66036-3B-12-2-B,,KASTURI,,
,,PR37614,,IR66036-3B-12-2-B,,PR35225-3B-20,,
,,PR37615,,IR70030-1-1-2-3-3,,MATATAG 6,,
,,PR37616,,IR70030-1-1-2-3-3,,PR29264-AC-47,,
,,PR37617,,IR70030-1-1-2-3-3,,IR72967-12-2-3,,
,,PR37618,,IRBB21,,IR70030-7-2-2-1-2,,
,,PR37619,,IRBB21,,IR67520-B-5-2-B,,
,,PR37620,,IRBB21,,IR11141-6-1-4,,
,,PR37621,,IR72158-11-5-2-3-PR 1,,IR70030-1-1-2-3-3,,
,,PR37622,,IR72158-11-5-2-3-PR 1,,IR66036-3B-12-2-B,,
,,PR37623,,IR72158-11-5-2-3-PR 1,,IR43921-2B-1-1,,
,,PR37624,,IR66036-3B-12-2-B,,IR72967-12-2-3,,
,,PR37625,,IR72967-12-2-3,,IR72158-11-5-2-3-PR 1,,
,,PR37626,,MATATAG 6,,IR66036-3B-12-2-B,,
,,PR37627,,IR66036-3B-12-2-B/PR32329-1-1-1-1,,IR31406-333-1,,
,,PR37628,,IR66036-3B-12-2-B/PR32329-1-1-1-1,,IR66036-3B-12-2-B,,
,,PR37629,,(IR64) 1-1-4 ,,PSB Rc82,,
,,PR37630,,Wagwag V2,,PSB Rc82,,
,,PR37631,,Wagwag V9-1,,PSB Rc82,,
,,PR37632,,AR32-19-3-3 ,,PR29264-AC 47,,
,,PR37633,,AR32-19-3-4 ,,PR29264-AC 47,,
,,PR37634,,PR29264-AC 47 ,,AR32-19-3-3,,
,,PR37635,,Wagwag V2 ,,IR70030-1-1-2-3-3,,
,,PR37636,,Wagwag V9-1,,IR70030-1-1-2-3-3,,
,,PR37637,,Wagwag V9-1 ,,IR67520-B-5-2-B,,
,,PR37638,,Wagwag V9-1 ,,IR70030-7-2-2-1-2,,
,,PR37639,,(IR64) 1-1-4 ,,IR70030-7-2-2-1-2,,
,,PR37640,,(IR64) 1-1-4 ,,IR67520-B-5-2-B,,
,,PR37641,,(IR64) 1-1-4 ,,IR66036-3B-12-2-B,,
,,PR37642,,(IR64) 1-1-4 ,,IR73018-21-2-B-2-B,,
,,PR37643,,PR29264-AC 10 ,,IR67518-B-11-2-8,,
,,PR37644,,PR29264-AC 10 ,,IR66036-3B-12-2-B,,
,,PR37645,,PR29264-AC 10  ,,IR73018-21-2-B-2-B,,
,,PR37646,,PR29264-AC 31,,IR70030-1-1-2-3-3,,
,,PR37647,,PR29264-AC 31 ,,IR67520-B-5-2-B,,
,,PR37648,,PR29264-AC 31 ,,IR67518-B-11-2-8,,
,,PR37649,,PR29264-AC 31  ,,IR70030-7-2-2-1-2,,
,,PR37650,,PR29264-AC 31 ,,IR66036-3B-12-2-B,,
,,PR37651,,PR29264-AC 31 ,,IR73018-21-2-B-2-B,,
,,PR37652,,PR29264-AC 47  ,,IR67520-B-5-2-B,,
,,PR37653,,PR29264-AC 47 ,,IR66036-3B-12-2-B,,
,,PR37654,,PR29264-AC 47,,IR73018-21-2-B-2-B,,
,,PR37655,,PR29264-AC 47 ,,IR67518-B-11-2-8,,
,,PR37656,,SL 9,,ADRON 111,,
,,PR37657,,SL 9,,ADRON 117,,
,,PR37658,,SL 9,,ADRON 125,,
,,PR37659,,ADRON 111,,SL 9,,
,,PR37660,,ADRON 125,,SL 9,,
,,PR37661,,WAB 176-8-HB/NSIC Rc110,,IR75082-99-10-1-B/IR65907-116-1-B-1,,
,,PR37662,,BURDAGOL (A),,IR73995,,
,,PR37663,,BURDAGOL (A),,PSB Rc82,,
,,PR37664,,PSC 23-3,,IR73885,,
,,PR37665,,MAGNOLIA,,IR64,,
,,PR37666,,SUPER BASMATI,,IR73,,
,,PR37667,,KASHMIR BASMATI,,IR72,,
,,PR37668,,PR35744B,,IR69627B,,
,,PR37669,,PR35740B,,IR58025B,,
,,PR37670,,PR35743B,,IR58025B,,
,,PR37671,,BPI Ri10,,ARC 11554,,
,,PR37672,,AR32-2-84-2,,ARC 11555,,
,,PR37673,,AR32-4-5-2,,ARC 11556,,
,,PR37674,,AR32-4-58-2,,ARC 11557,,
,,PR37675,,PNIL 97/PR37286-18-18-8,,ARC 11558,,
,,PR37676,,AR32-7-129,,ARC 11559,,
,,PR37677,,AR32-11-63-3,,ARC 11560,,
,,PR37678,,AR32-11-76-B-2-2,,ARC 11561,,
,,PR37679,,AR32-11-85-1-4-1,,ARC 11562,,
,,PR37680,,PNIL 196/PR37297-29-16-6,,ARC 11563,,
,,PR37681,,PNIL 202/PR37297-29-46-12,,ARC 11564,,
,,PR37682,,AR32-19-3-2,,ARC 11565,,
,,PR37683,,AR32-19-3-3 ,,ARC 11566,,
,,PR37684,,AR32-19-3-4 ,,ARC 11567,,
,,PR37685,,POS(49) BPI Ri10,,SHZ-2,,
,,PR37686,,BPI Ri10,,SHZ-2,,
,,PR37687,,PSB Rc14,,SHZ-2,,
,,PR37688,,AR32-11-63-3,,SHZ-2,,
,,PR37689,,AR32-11-76-1-2-2,,SHZ-2,,
,,PR37690,,AR32-19-3-3 ,,SHZ-2,,
,,PR37691,,IR64,,SHZ-2,,
,,PR37692,,SHZ-2,,IR64,,
,,PR37693,,PSB Rc28,,SHZ-2,,
,,PR37694,,SHZ-2,,PSB Rc28,,
,,PR37695,,PNIL 427,,SHZ-2,,
,,PR37696,,PNIL 428,,SHZ-2,,
,,PR37697,,PHILSCAT 1,,IRBB21,,
,,PR37698,,PHILSCAT 2,,IRBB21,,
,,PR37699,,PNIL 2095 (MS6),,IRBB21,,
,,PR37700,,PNIL 2120 (MS8),,IRBB21,,
,,PR37701,,PNIL 99 (PR37286-18),,AR32-2-84-2,,
,,PR37704,,PR33212-CB-1,,C6537-56-1,,
,,PR37705,,PR33212-CB-2,,IR73435-8-2-2-1,,
,,PR37706,,PR33212-CB-2,,AR32-7-129,,
,,PR37707,,PR33212-CB-2,,IR72158-116-6,,
,,PR37708,,PR33212-CB-3,,PJ 21,,
,,PR37709,,PR30253WH-3E-C2-2-2-2,,AR32-19-3-3,,
,,PR37710,,C6879WH-B-5-1-1,,AR32-19-3-3,,
,,PR37711,,C7313WH-19-3-3-1,,AR32-19-3-3,,
,,PR37712,,Basmati Pak (Tall),,AR32-19-3-3,,
,,PR37713,,P38-6-1,,AR32-19-3-3,,
,,PR37714,,PJ 19,,PR33318-5-2-5-4-2-2-4,,
,,PR37715,,PJ 19,,PR34557-B-5-3-1-1,,
BLB,,PR37716,,PR29253-13-3-1-1-2,,PR31359-48-1-1-1-4,,
F2IL (07DS),,PR37717,,JASMINE,,PSB RC68/AR32-4-5-2,,
,,PR37718,,JASMIN,,PR35798-B-1/MATATAG 4,,
,,PR37719,,PR35329,,AR32-19-3-3,,
,,PR37720,,PR34141-43-3-4 ,,BANGON/AR32-19-3-3,,
,,PR37721,,Q1TL130-2-3-1-2,,PSB RC82,,
,,PR37722,,PR33212-CB-4,,IR77186-122-2-2-3,,
,,PR37723,,C7320WH-11-2-3-1,,AR32-19-3-3,,
,,PR37724,,EL 30-2-1,,AR32-19-3-3,,
,,PR37725,,Kashmir Basmati (tall),,AR32-19-3-3,,
,,PR37726,,C5813-B-1-1-1,,PR33319-9-1-1-2,,
,,PR37727,,PR32443-1-3-3-1,,AR32-7-129,,
,,PR37728,,PJ 19,,AR32-19-3-3,,
,,PR37729,,C6557-56-1,,PR31379-14-1-2,,
,,PR37730,,JASMINE,,PR37049,,
,,PR37731,,PR34141-38-1,,BANGON/AR32-19-3-3,,
,,PR37732,,PR33212-CB-1,,AR32-4-5-2,,
,,PR37733,,PR33212-CB-1,,IRBB21,,
,,PR37734,,PR33212-CB-2,,IR72967-94-3-1-1,,
,,PR37735,,PR33217-CB-1,,AR32-11-83-1-4-4,,
,,PR37736,,C6634WH-1-1-1-1-1-1-3,,AR32-19-3-3,,
,,PR37737,,C6632WH-2-3-1-1-1,,AR32-19-3-3,,
,,PR37738,,C7408WH-3-2-3,,AR32-19-3-3,,
,,PR37739,,C7381-8-1-3,,AR32-19-3-3,,
,,PR37740,,C7541WH-12-2-1,,AR32-19-3-3,,
,,PR37741,,NIAB-IRRI-9-Mut,,AR32-19-3-3,,
,,PR37742,,P52-9-2,,AR32-19-3-3,,
,,PR37743,,DM25,,AR32-19-3-3,,
,,PR37744,,AR32-7-129,,PR34056-19-1-3-4-1,,
,,PR37745,,PANDAN,,PR37030(PANDAN/AR32-19-3-3),,
,,PR37746,,PANDAN,,PSB RC68/AR32-4-5-2,,
,,PR37747,,PANDAN,,WAB 176-8-HB,,
,,PR37748,,PR34058/IR74286-55-2-3-2-3,,AR32-45-2/PR34056-B-3-1-1,,
,,PR37749,,PR34058,,IR73435-8-2-2-1,,
,,PR37750,,PR33212-CB-2,,IR74286-55-2-3-2-3,,
,,PR37751,,PANDAN,,PR35798-B-1/MATATAG4,,
,,PR37752,,IR72894-35-2-2-2,,PR33320-13-1-3-5-2-1,,
,,PR37753,,IR72894-35-2-2-2,,PR30639-6B-43-1-2-1,,
,,PR37754,,IR72894-35-2-2-2,,AR32-11-83-1-4-4,,
,,PR37755,,HJXIAN,,AR32-4-5-2,,
,,PR37756,,PR30498-19-1,,MAGNOLIA,,
,,PR37757,,PRJ 4,,IR73571-3B-3-1,,
,,PR37758,,PRJ 4,,IR67406,,
,,PR37759,,JAPAYUKI,,IR74600-26-1-3-2,,
,,PR37760,,IR841-85,,IR72046-B-R-3-2-2-1-2,,
,,PR37761,,PANDAN,,IR75399-2B-4-2-1,,
,,PR37762,,PR25218-9-3-5-1-3-2,,PR29784-2B-3-2-3-1-1-4-1-2-1-3,,
,,PR37763,,PR25218-9-3-5-1-3-2,,IR68144,,
,,PR37764,,PR25218-9-3-5-1-3-2,,BASMATI 370,,
,,PR37765,,C7176-B-2-3,,IR79805-2-2-2-2,,
,,PR37766,,C7176-B-2-3,,MEMBRANO,,
,,PR37767,,PR27938-B-5-1,,BASMATI 370,,
,,PR37768,,PR29163-R2-2,,PR29768-13-1-1-1,,
,,PR37769,,P30460-4-3-1-3-2-4-1-1-1-4,,BASMATI 370,,
,,PR37770,,IR69428-6-1-1-3-3,,BURDAGOL,,
,,PR37771,,IR69428-6-1-1-3-3,,JASMINE,,
,,PR37772,,NEIMAT,,BURDAGOL,,
,,PR37773,,NEIMAT,,JASMINE,,
,,PR37774,,IR64,,BURDAGOL,,
